query,closest_label,target_id,result_id,correct,rank,hit@1,hit@3,hit@5,time_sec_candidate_selection,time_sec_disambiguation
microphone,condenser microphone,03759954-n,03087816-n,False,2,False,True,True,0.0205,0.0674
mike,spike mike,03759954-n,04276929-n,False,-1,False,False,False,0.021,0.0647
microwave,microwave,03761084-n,03761084-n,True,1,True,True,True,0.0203,0.0776
microwave oven,microwave,03761084-n,03761084-n,True,1,True,True,True,0.0204,0.0007
military uniform,military uniform,03763968-n,03763968-n,True,1,True,True,True,0.0213,0.0604
milk can,milk can,03764736-n,03764736-n,True,1,True,True,True,0.0217,0.0623
minibus,minibus,03769881-n,03769881-n,True,1,True,True,True,0.02,0.0578
miniskirt,miniskirt,03770439-n,03770439-n,True,1,True,True,True,0.0202,0.0549
mini,minion,03770439-n,10320612-n,False,-1,False,False,False,0.0207,0.0275
minivan,minivan,03770679-n,03770679-n,True,1,True,True,True,0.0215,0.0009
missile,missile,03773504-n,03773504-n,True,1,True,True,True,0.0258,0.0699
mitten,mitten,03775071-n,03775071-n,True,1,True,True,True,0.0226,0.0681
mixing bowl,mixing bowl,03775546-n,03775546-n,True,1,True,True,True,0.0207,0.0627
mobile home,mobile home,03776460-n,03776460-n,True,1,True,True,True,0.0205,0.0499
manufactured home,home,03776460-n,08490199-n,False,-1,False,False,False,0.0197,0.0545
Model T,model,03777568-n,05845652-n,False,-1,False,False,False,0.0206,0.0614
modem,modem,03777754-n,03777754-n,True,1,True,True,True,0.0232,0.0718
monastery,monastery,03781244-n,03781244-n,True,1,True,True,True,0.0196,0.0587
monitor,monitor,03782006-n,03782190-n,False,4,False,False,True,0.0216,0.0684
moped,moped,03785016-n,03785016-n,True,1,True,True,True,0.0205,0.065
mortar,mortar,03786901-n,14955889-n,False,3,False,True,True,0.0218,0.0628
mortarboard,mortarboard,03787032-n,03787164-n,False,2,False,True,True,0.0212,0.026
mosque,mosque,03788195-n,03788195-n,True,1,True,True,True,0.0207,0.0692
mosquito net,mosquito net,03788365-n,03788365-n,True,1,True,True,True,0.0209,0.0533
motor scooter,motor scooter,03791053-n,03791053-n,True,1,True,True,True,0.0198,0.0521
scooter,scooter,03791053-n,04149374-n,False,2,False,True,True,0.0262,0.0124
mountain bike,mountain bike,03792782-n,03792782-n,True,1,True,True,True,0.0237,0.0669
all-terrain bike,mountain bike,03792782-n,03792782-n,True,1,True,True,True,0.0203,0.0522
off-roader,roadster,03792782-n,04097373-n,False,-1,False,False,False,0.0335,0.0591
mountain tent,mountain tent,03792972-n,03792972-n,True,1,True,True,True,0.0212,0.0786
mouse,mouse,03793489-n,03793489-n,True,1,True,True,True,0.0437,0.0831
computer mouse,mouse,03793489-n,03793489-n,True,1,True,True,True,0.0417,0.0131
mousetrap,mousetrap,03794056-n,03794056-n,True,1,True,True,True,0.0235,0.06
moving van,moving van,03796401-n,03796401-n,True,1,True,True,True,0.0216,0.0643
muzzle,gun muzzle,03803284-n,03469687-n,False,3,False,True,True,0.0221,0.0794
nail,nail,03804744-n,03804744-n,True,1,True,True,True,0.0413,0.0622
neck brace,neck brace,03814639-n,03814639-n,True,1,True,True,True,0.0226,0.0612
necklace,necklace,03814906-n,03814906-n,True,1,True,True,True,0.0209,0.0771
nipple,nipple,03825788-n,05554653-n,False,2,False,True,True,0.0232,0.0637
notebook,notebook,03832673-n,03832673-n,True,1,True,True,True,0.0286,0.0335
notebook computer,notebook,03832673-n,03832673-n,True,1,True,True,True,0.0345,0.0006
obelisk,obelisk,03837869-n,03837869-n,True,1,True,True,True,0.0284,0.1049
oboe,oboe,03838899-n,03838899-n,True,1,True,True,True,0.044,0.0698
hautboy,Haggai,03838899-n,11021916-n,False,-1,False,False,False,0.0205,0.0618
hautbois,Haggai,03838899-n,06440937-n,False,-1,False,False,False,0.0201,0.0514
ocarina,ocarina,03840681-n,03840681-n,True,1,True,True,True,0.0211,0.0487
sweet potato,sweet potato,03840681-n,07712063-n,False,-1,False,False,False,0.0212,0.0744
odometer,odometer,03841143-n,03841143-n,True,1,True,True,True,0.0209,0.0658
hodometer,odometer,03841143-n,03841143-n,True,1,True,True,True,0.0213,0.0007
mileometer,odometer,03841143-n,03841143-n,True,1,True,True,True,0.0213,0.0493
milometer,heliometer,03841143-n,03512624-n,False,-1,False,False,False,0.0206,0.0693
oil filter,oil filter,03843555-n,03843555-n,True,1,True,True,True,0.0245,0.074
organ,organ,03854065-n,08349350-n,False,5,False,False,True,0.0438,0.0708
pipe organ,organ pipe,03854065-n,03854815-n,False,5,False,False,True,0.0204,0.05
oscilloscope,oscilloscope,03857828-n,03857828-n,True,1,True,True,True,0.0214,0.0664
scope,scope,03857828-n,05125377-n,False,-1,False,False,False,0.021,0.0726
cathode-ray oscilloscope,cathode ray,03857828-n,11428567-n,False,3,False,True,True,0.0238,0.0372
CRO,criollo,03857828-n,07922955-n,False,-1,False,False,False,0.0217,0.0402
overskirt,overskirt,03866082-n,03866082-n,True,1,True,True,True,0.035,0.0522
oxcart,oxcart,03868242-n,03868242-n,True,1,True,True,True,0.02,0.0397
oxygen mask,oxygen mask,03868863-n,03868863-n,True,1,True,True,True,0.0213,0.0376
packet,packet,03871628-n,07281099-n,False,2,False,True,True,0.0198,0.0594
paddle,paddle,03873416-n,03873699-n,False,-1,False,False,False,0.021,0.0571
boat paddle,paddle,03873416-n,03873699-n,False,2,False,True,True,0.0221,0.0147
paddlewheel,paddlewheel,03874293-n,03874293-n,True,1,True,True,True,0.0214,0.0282
paddle wheel,paddlewheel,03874293-n,03874293-n,True,1,True,True,True,0.0214,0.013
padlock,padlock,03874599-n,03874599-n,True,1,True,True,True,0.0212,0.0616
paintbrush,paintbrush,03876231-n,03876231-n,True,1,True,True,True,0.0212,0.0493
pajama,pajama,03877472-n,03877674-n,False,2,False,True,True,0.0211,0.0668
pyjama,pajama,03877472-n,03877472-n,True,1,True,True,True,0.0201,0.0157
pj's,pajama,03877472-n,03877674-n,False,-1,False,False,False,0.0214,0.0643
jammies,jam,03877472-n,07642933-n,False,-1,False,False,False,0.0212,0.0539
palace,palace,03877845-n,08053121-n,False,4,False,False,True,0.0201,0.012
panpipe,panpipe,03884397-n,03884397-n,True,1,True,True,True,0.0205,0.0622
pandean pipe,panpipe,03884397-n,03884397-n,True,1,True,True,True,0.0206,0.0401
syrinx,syrinx,03884397-n,02511633-n,False,-1,False,False,False,0.0218,0.0638
paper towel,paper towel,03887697-n,03887697-n,True,1,True,True,True,0.0211,0.0257
parachute,parachute,03888257-n,03888257-n,True,1,True,True,True,0.021,0.061
chute,chute,03888257-n,03029603-n,False,-1,False,False,False,0.0211,0.051
parallel bars,uneven parallel bars,03888605-n,04509260-n,False,2,False,True,True,0.0208,0.0274
bars,bar,03888605-n,02788689-n,False,-1,False,False,False,0.0215,0.0252
park bench,park bench,03891251-n,03891251-n,True,1,True,True,True,0.0214,0.0561
parking meter,parking meter,03891332-n,03891332-n,True,1,True,True,True,0.0203,0.0675
passenger car,passenger car,03895866-n,03895866-n,True,1,True,True,True,0.0213,0.0405
coach,coach,03895866-n,09931418-n,False,-1,False,False,False,0.0207,0.0247
carriage,carriage,03895866-n,02969010-n,False,-1,False,False,False,0.0246,0.029
patio,patio,03899768-n,03899768-n,True,1,True,True,True,0.0199,0.061
terrace,terrace,03899768-n,08431721-n,False,-1,False,False,False,0.0209,0.066
pay-phone,pay-phone,03902125-n,03902125-n,True,1,True,True,True,0.0213,0.0634
pay-station,pay-phone,03902125-n,03902125-n,True,1,True,True,True,0.0206,0.0205
pedestal,pedestal,03903868-n,03903868-n,True,1,True,True,True,0.021,0.0601
plinth,plaiter,03903868-n,10438042-n,False,-1,False,False,False,0.0229,0.064
footstall,foot,03903868-n,10101078-n,False,-1,False,False,False,0.0213,0.0589
pencil box,pencil box,03908618-n,03908618-n,True,1,True,True,True,0.0221,0.0536
pencil case,pencil,03908618-n,03908456-n,False,-1,False,False,False,0.0204,0.0382
pencil sharpener,pencil sharpener,03908714-n,03908714-n,True,1,True,True,True,0.0214,0.0583
perfume,perfume,03916031-n,03916031-n,True,1,True,True,True,0.0199,0.0695
essence,essence,03916031-n,15110096-n,False,-1,False,False,False,0.0313,0.0683
Petri dish,Petri dish,03920288-n,03920288-n,True,1,True,True,True,0.039,0.0525
photocopier,photocopier,03924679-n,03924679-n,True,1,True,True,True,0.0272,0.0732
pick,pick,03929660-n,00563665-n,False,-1,False,False,False,0.0372,0.0815
plectrum,guitar pick,03929660-n,03467796-n,False,-1,False,False,False,0.0434,0.0529
plectron,plastron,03929660-n,03959123-n,False,-1,False,False,False,0.02,0.0698
pickelhaube,pickelhaube,03929855-n,03929855-n,True,1,True,True,True,0.0231,0.0587
picket fence,picket fence,03930313-n,03930313-n,True,1,True,True,True,0.0213,0.0613
paling,Pali,03930313-n,06973334-n,False,-1,False,False,False,0.0227,0.0687
pickup,pickup,03930630-n,00319176-n,False,4,False,False,True,0.0206,0.057
pickup truck,pickup,03930630-n,03930630-n,True,1,True,True,True,0.0217,0.0255
pier,pier,03933933-n,03934042-n,False,2,False,True,True,0.0203,0.0641
piggy bank,piggy bank,03935335-n,03935335-n,True,1,True,True,True,0.0214,0.0459
penny bank,penny,03935335-n,13390626-n,False,-1,False,False,False,0.0213,0.0667
pill bottle,pill bottle,03937543-n,03937543-n,True,1,True,True,True,0.022,0.0642
pillow,pillow,03938244-n,03938244-n,True,1,True,True,True,0.022,0.065
ping-pong ball,ping-pong ball,03942813-n,03942813-n,True,1,True,True,True,0.0219,0.0654
pinwheel,pinwheel,03944341-n,03944341-n,True,1,True,True,True,0.0205,0.0717
pirate,pirate,03947888-n,10435367-n,False,2,False,True,True,0.0204,0.0715
pirate ship,pirate,03947888-n,03947888-n,True,1,True,True,True,0.0261,0.0179
pitcher,pitcher,03950228-n,10435988-n,False,-1,False,False,False,0.0421,0.0646
ewer,hewer,03950228-n,10174148-n,False,-1,False,False,False,0.0234,0.0631
plane,plane,03954731-n,13941806-n,False,-1,False,False,False,0.0212,0.0596
carpenter's plane,plane,03954731-n,03954731-n,True,1,True,True,True,0.022,0.0421
woodworking plane,plane,03954731-n,03954731-n,True,1,True,True,True,0.0205,0.0152
planetarium,planetarium,03956157-n,03955809-n,False,3,False,True,True,0.0316,0.0746
plastic bag,plastic bag,03958227-n,03958227-n,True,1,True,True,True,0.0203,0.0624
plate rack,plate rack,03961711-n,03961711-n,True,1,True,True,True,0.0208,0.0639
plow,plow,03967562-n,03967562-n,True,1,True,True,True,0.0212,0.0712
plough,plow,03967562-n,03967562-n,True,1,True,True,True,0.0237,0.0115
plunger,plunger,03970156-n,03970156-n,True,1,True,True,True,0.0218,0.0589
plumber's helper,plumbing,03970156-n,00609669-n,False,-1,False,False,False,0.0209,0.0639
Polaroid camera,Polaroid camera,03976467-n,03976467-n,True,1,True,True,True,0.0214,0.0647
Polaroid Land camera,Polaroid camera,03976467-n,03976467-n,True,1,True,True,True,0.0211,0.0155
pole,pole,03976657-n,08621099-n,False,3,False,True,True,0.0234,0.0546
police van,police van,03977966-n,03977966-n,True,1,True,True,True,0.0323,0.013
police wagon,funny wagon,03977966-n,03404012-n,False,-1,False,False,False,0.0249,0.0148
paddy wagon,paddy,03977966-n,08614229-n,False,-1,False,False,False,0.0251,0.0535
patrol wagon,wagon,03977966-n,04543158-n,False,-1,False,False,False,0.0216,0.0534
wagon,wagon,03977966-n,04543158-n,False,-1,False,False,False,0.012,0.0005
black Maria,Ave Maria,03977966-n,06456515-n,False,-1,False,False,False,0.025,0.0608
poncho,poncho,03980874-n,03980874-n,True,1,True,True,True,0.0231,0.0626
pool table,pool,03982430-n,00501080-n,False,2,False,True,True,0.0208,0.0618
billiard table,billiards,03982430-n,00499924-n,False,-1,False,False,False,0.022,0.0638
snooker table,snooker,03982430-n,00501304-n,False,3,False,True,True,0.0201,0.0494
pop bottle,pop bottle,03983396-n,03983396-n,True,1,True,True,True,0.0197,0.047
soda bottle,soda can,03983396-n,04255586-n,False,2,False,True,True,0.0197,0.0243
pot,pot,03991062-n,13769033-n,False,-1,False,False,False,0.0207,0.0561
flowerpot,flower,03991062-n,11669921-n,False,-1,False,False,False,0.0207,0.0584
potter's wheel,potter's wheel,03992509-n,03992509-n,True,1,True,True,True,0.0202,0.0554
power drill,power drill,03995372-n,03995372-n,True,1,True,True,True,0.0216,0.0616
prayer rug,prayer rug,03998194-n,03998194-n,True,1,True,True,True,0.0208,0.0698
prayer mat,prayer rug,03998194-n,03998194-n,True,1,True,True,True,0.0207,0.0232
printer,printer,04004767-n,04004475-n,False,2,False,True,True,0.021,0.0593
prison,prison,04005630-n,04005630-n,True,1,True,True,True,0.0208,0.0962
prison house,house of correction,04005630-n,03545961-n,False,2,False,True,True,0.0259,0.0307
projectile,projectile,04008634-n,04008634-n,True,1,True,True,True,0.0207,0.0473
missile,missile,04008634-n,03773504-n,False,-1,False,False,False,0.0124,0.0007
projector,projector,04009552-n,04009801-n,False,2,False,True,True,0.0231,0.0654
puck,Puck,04019541-n,09541809-n,False,2,False,True,True,0.0218,0.0711
hockey puck,puck,04019541-n,04019541-n,True,1,True,True,True,0.0207,0.0124
punching bag,punching bag,04023962-n,10492727-n,False,2,False,True,True,0.0207,0.037
punch bag,punching bag,04023962-n,10492727-n,False,2,False,True,True,0.0197,0.0125
punching ball,punching bag,04023962-n,04023962-n,True,1,True,True,True,0.0202,0.0127
punchball,punch,04023962-n,00134780-n,False,-1,False,False,False,0.0208,0.039
purse,purse,04026417-n,13413294-n,False,3,False,True,True,0.0224,0.058
quill,quill,04033901-n,02468617-n,False,3,False,True,True,0.0208,0.0656
quill pen,quill,04033901-n,04033901-n,True,1,True,True,True,0.0211,0.0007
quilt,quilting,04033995-n,04034367-n,False,2,False,True,True,0.0204,0.0633
comforter,comforter,04033995-n,03075768-n,False,-1,False,False,False,0.0209,0.0615
comfort,comfort,04033995-n,07492516-n,False,-1,False,False,False,0.0202,0.0464
puff,puff,04033995-n,06695110-n,False,-1,False,False,False,0.0205,0.0246
racer,racer,04037443-n,02384858-n,False,2,False,True,True,0.0217,0.0582
race car,automobile race,04037443-n,07458892-n,False,2,False,True,True,0.0209,0.0359
racing car,racer,04037443-n,04037443-n,True,1,True,True,True,0.0211,0.0147
racket,racket,04039381-n,04039381-n,True,1,True,True,True,0.0207,0.066
racquet,racquetball,04039381-n,04039742-n,False,-1,False,False,False,0.0203,0.055
radiator,radiator,04040759-n,09403211-n,False,3,False,True,True,0.022,0.0251
radio,radio news,04041544-n,06683513-n,False,4,False,False,True,0.0213,0.0595
wireless,wireless,04041544-n,06275353-n,False,3,False,True,True,0.0232,0.0436
radio telescope,radio telescope,04044716-n,04044716-n,True,1,True,True,True,0.0205,0.0702
radio reflector,reflector,04044716-n,04069276-n,False,-1,False,False,False,0.0212,0.0457
rain barrel,rain barrel,04049303-n,04049303-n,True,1,True,True,True,0.0295,0.0266
recreational vehicle,recreational vehicle,04065272-n,04065272-n,True,1,True,True,True,0.0195,0.0587
RV,van,04065272-n,04520382-n,False,-1,False,False,False,0.0224,0.0136
R.V.,V-day,04065272-n,15162640-n,False,-1,False,False,False,0.0218,0.0662
reel,reel,04067472-n,00540211-n,False,-1,False,False,False,0.0213,0.0585
reflex camera,reflex camera,04069434-n,04069434-n,True,1,True,True,True,0.0205,0.0614
refrigerator,electric refrigerator,04070727-n,03273913-n,False,3,False,True,True,0.0208,0.0661
icebox,ice cube,04070727-n,03557141-n,False,-1,False,False,False,0.0223,0.0622
remote control,remote control,04074963-n,04074963-n,True,1,True,True,True,0.0213,0.0654
remote,remote control,04074963-n,04074963-n,True,1,True,True,True,0.0246,0.0088
restaurant,restaurant,04081281-n,04081281-n,True,1,True,True,True,0.0254,0.0617
eating house,meal,04081281-n,15245990-n,False,-1,False,False,False,0.0221,0.0473
eating place,restaurant,04081281-n,04081281-n,True,1,True,True,True,0.02,0.0223
eatery,eater,04081281-n,07708260-n,False,-1,False,False,False,0.0204,0.0222
revolver,revolver,04086273-n,04086273-n,True,1,True,True,True,0.02,0.0366
six-gun,six-pointed,04086273-n,01811277-s,False,-1,False,False,False,0.0206,0.0627
six-shooter,shooter,04086273-n,10591481-n,False,-1,False,False,False,0.0326,0.0544
rifle,rifle,04090263-n,04090263-n,True,1,True,True,True,0.0235,0.048
rocking chair,rocking chair,04099969-n,04099969-n,True,1,True,True,True,0.0201,0.0491
rocker,rocker,04099969-n,10535881-n,False,-1,False,False,False,0.0197,0.0497
rotisserie,rotisserie,04111531-n,04111414-n,False,2,False,True,True,0.0199,0.0688
rubber eraser,rubber eraser,04116512-n,04116512-n,True,1,True,True,True,0.0223,0.0609
rubber,rubber,04116512-n,15006258-n,False,-1,False,False,False,0.0211,0.0708
pencil eraser,ink eraser,04116512-n,03571853-n,False,-1,False,False,False,0.0205,0.0005
rugby ball,rugby,04118538-n,00470966-n,False,2,False,True,True,0.0206,0.04
rule,rule,04118776-n,05846932-n,False,-1,False,False,False,0.0205,0.0594
ruler,ruler,04118776-n,10541229-n,False,-1,False,False,False,0.0209,0.0608
running shoe,running shoe,04120489-n,04120489-n,True,1,True,True,True,0.0219,0.0642
safe,safety,04125021-n,08643933-n,False,-1,False,False,False,0.0207,0.0548
safety pin,safety pin,04127249-n,04127249-n,True,1,True,True,True,0.0202,0.0425
saltshaker,saltshaker,04131690-n,04131690-n,True,1,True,True,True,0.0229,0.0653
salt shaker,saltshaker,04131690-n,04131690-n,True,1,True,True,True,0.0217,0.0162
sandal,sandal,04133789-n,04133789-n,True,1,True,True,True,0.0218,0.0962
sarong,sarong,04136333-n,04136333-n,True,1,True,True,True,0.0231,0.05
sax,sax,04141076-n,04141076-n,True,1,True,True,True,0.0201,0.0644
saxophone,Sax,04141076-n,11283158-n,False,3,False,True,True,0.0197,0.0121
scabbard,scabbard,04141327-n,04141327-n,True,1,True,True,True,0.0207,0.0645
scale,scale,04141975-n,13816862-n,False,-1,False,False,False,0.0199,0.0627
weighing machine,balance,04141975-n,02777100-n,False,2,False,True,True,0.0195,0.0568
school bus,school bus,04146614-n,04146614-n,True,1,True,True,True,0.0206,0.06
schooner,schooner,04147183-n,04147291-n,False,2,False,True,True,0.0216,0.0627
scoreboard,scoreboard,04149813-n,04149813-n,True,1,True,True,True,0.0215,0.0608
screen,screen,04152593-n,04152593-n,True,1,True,True,True,0.0208,0.0634
CRT screen,screen,04152593-n,04152593-n,True,1,True,True,True,0.0219,0.0265
screw,screw,04153751-n,04153751-n,True,1,True,True,True,0.0211,0.0481
screwdriver,screwdriver,04154565-n,04154565-n,True,1,True,True,True,0.0215,0.0581
seat belt,seat belt,04162706-n,04162706-n,True,1,True,True,True,0.0209,0.0493
seatbelt,seat belt,04162706-n,04162706-n,True,1,True,True,True,0.0215,0.0416
sewing machine,sewing machine,04179913-n,04179913-n,True,1,True,True,True,0.0209,0.0579
shield,shield,04192698-n,04192858-n,False,2,False,True,True,0.0216,0.0657
buckler,buckle,04192698-n,02910353-n,False,-1,False,False,False,0.0217,0.0153
shoe shop,shoe shop,04200800-n,04200800-n,True,1,True,True,True,0.0217,0.0604
shoe-shop,shoe shop,04200800-n,04200800-n,True,1,True,True,True,0.0214,0.0006
shoe store,shoe shop,04200800-n,04200800-n,True,1,True,True,True,0.0242,0.0137
shoji,shoji,04201297-n,04201297-n,True,1,True,True,True,0.0313,0.0783
shopping basket,shopping basket,04204238-n,04204238-n,True,1,True,True,True,0.0379,0.0468
shopping cart,shopping cart,04204347-n,04204347-n,True,1,True,True,True,0.0211,0.0116
shovel,shovel,04208210-n,13769870-n,False,2,False,True,True,0.0216,0.0614
shower cap,shower cap,04209133-n,04209133-n,True,1,True,True,True,0.0208,0.0126
shower curtain,shower curtain,04209239-n,04209239-n,True,1,True,True,True,0.0206,0.0638
ski,ski,04228054-n,04228054-n,True,1,True,True,True,0.0214,0.0601
ski mask,ski mask,04229816-n,04229816-n,True,1,True,True,True,0.0218,0.0149
sleeping bag,sleeping bag,04235860-n,04235860-n,True,1,True,True,True,0.0209,0.0277
slide rule,slide,04238763-n,00328502-n,False,4,False,False,True,0.0207,0.0413
slipstick,slip,04238763-n,04240327-n,False,-1,False,False,False,0.0221,0.0589
sliding door,sliding door,04239074-n,04239074-n,True,1,True,True,True,0.0217,0.0264
slot,slot,04243546-n,14579623-n,False,3,False,True,True,0.02,0.0614
one-armed bandit,bandit,04243546-n,09837088-n,False,-1,False,False,False,0.0198,0.067
snorkel,snorkel,04251144-n,04251144-n,True,1,True,True,True,0.0327,0.0679
snowmobile,snowmobile,04252077-n,04252077-n,True,1,True,True,True,0.0198,0.0507
snowplow,snowplow,04252225-n,04252225-n,True,1,True,True,True,0.0213,0.0355
snowplough,snowplow,04252225-n,04252225-n,True,1,True,True,True,0.0197,0.0162
soap dispenser,soap dispenser,04254120-n,04254120-n,True,1,True,True,True,0.0213,0.0386
soccer ball,soccer ball,04254680-n,04254680-n,True,1,True,True,True,0.02,0.023
sock,sock,04254777-n,04254777-n,True,1,True,True,True,0.0215,0.0646
solar dish,solar dish,04258138-n,04258138-n,True,1,True,True,True,0.0225,0.014
solar collector,collector,04258138-n,09249155-n,False,-1,False,False,False,0.0209,0.0373
solar furnace,furnace,04258138-n,03404449-n,False,-1,False,False,False,0.0191,0.066
sombrero,Sombrero,04259630-n,08988333-n,False,2,False,True,True,0.0202,0.0967
soup bowl,soup bowl,04263257-n,04263257-n,True,1,True,True,True,0.0448,0.0775
space bar,space bar,04264628-n,04264628-n,True,1,True,True,True,0.0413,0.0148
space heater,space heater,04265275-n,04265275-n,True,1,True,True,True,0.0356,0.0603
space shuttle,space shuttle,04266014-n,04266014-n,True,1,True,True,True,0.0424,0.0854
spatula,spatula,04270147-n,04269944-n,False,2,False,True,True,0.0418,0.08
speedboat,speedboat,04273569-n,04273569-n,True,1,True,True,True,0.0412,0.0358
spider web,spider web,04275548-n,04275363-n,False,2,False,True,True,0.0216,0.0256
spider's web,spider web,04275548-n,04275363-n,False,2,False,True,True,0.0211,0.0005
spindle,spindle,04277352-n,04277669-n,False,4,False,False,True,0.0209,0.0692
sports car,sports car,04285008-n,04285008-n,True,1,True,True,True,0.0197,0.0534
sport car,sports car,04285008-n,04285008-n,True,1,True,True,True,0.0199,0.0114
spotlight,spotlight,04286575-n,04286575-n,True,1,True,True,True,0.0197,0.052
spot,spot,04286575-n,04682462-n,False,-1,False,False,False,0.0207,0.0734
stage,stage,04296562-n,00306900-n,False,3,False,True,True,0.0243,0.0648
steam locomotive,steam locomotive,04310018-n,04310018-n,True,1,True,True,True,0.0197,0.0261
steel arch bridge,steel arch bridge,04311004-n,04311004-n,True,1,True,True,True,0.0208,0.0603
steel drum,steel drum,04311174-n,04311174-n,True,1,True,True,True,0.0208,0.0414
stethoscope,stethoscope,04317175-n,04317175-n,True,1,True,True,True,0.0203,0.0625
stole,stole,04325704-n,04325704-n,True,1,True,True,True,0.0198,0.0553
stone wall,stone wall,04326547-n,04326547-n,True,1,True,True,True,0.0209,0.0587
stopwatch,stopwatch,04328186-n,04328186-n,True,1,True,True,True,0.0195,0.0488
stop watch,watch,04328186-n,02150948-v,False,-1,False,False,False,0.0199,0.0443
stove,stove,04330267-n,04330267-n,True,1,True,True,True,0.0207,0.0605
strainer,strainer,04332243-n,04332243-n,True,1,True,True,True,0.0207,0.0685
streetcar,streetcar,04335435-n,04335435-n,True,1,True,True,True,0.0208,0.0486
tram,tramline,04335435-n,04469003-n,False,-1,False,False,False,0.0222,0.0445
tramcar,tramcar,04335435-n,04468847-n,False,-1,False,False,False,0.0202,0.027
trolley,trolleybus,04335435-n,04487081-n,False,-1,False,False,False,0.0217,0.0302
trolley car,trolleybus,04335435-n,04487081-n,False,3,False,True,True,0.0236,0.0198
stretcher,stretcher,04336792-n,04336996-n,False,-1,False,False,False,0.0413,0.0595
studio couch,studio couch,04344873-n,04344873-n,True,1,True,True,True,0.0204,0.0658
day bed,bed,04344873-n,02819697-n,False,-1,False,False,False,0.0194,0.0559
stupa,stupa,04346328-n,04346328-n,True,1,True,True,True,0.021,0.0605
tope,topper,04346328-n,10715671-n,False,-1,False,False,False,0.0217,0.061
submarine,submarine,04347754-n,04347754-n,True,1,True,True,True,0.0211,0.0439
pigboat,pigfish,04347754-n,02608284-n,False,-1,False,False,False,0.021,0.0358
sub,subkingdom,04347754-n,07940865-n,False,-1,False,False,False,0.0202,0.0635
U-boat,boat train,04347754-n,02859729-n,False,-1,False,False,False,0.0206,0.0347
suit,suit,04350905-n,04350905-n,True,1,True,True,True,0.0196,0.0475
suit of clothes,suit,04350905-n,04350905-n,True,1,True,True,True,0.0197,0.0321
sundial,sundial,04355338-n,04355338-n,True,1,True,True,True,0.0204,0.0662
sunglass,sunglass,04355933-n,04355933-n,True,1,True,True,True,0.0219,0.0634
sunglasses,sunglasses,04356056-n,04356056-n,True,1,True,True,True,0.0216,0.0279
dark glasses,sunglasses,04356056-n,04356056-n,True,1,True,True,True,0.0212,0.0429
shades,shades of,04356056-n,05814019-n,False,-1,False,False,False,0.02,0.0392
sunscreen,sunscreen,04357314-n,04357314-n,True,1,True,True,True,0.0203,0.0553
sunblock,sun protection factor,04357314-n,05118707-n,False,2,False,True,True,0.0219,0.0006
sun blocker,sun worshiper,04357314-n,10675258-n,False,-1,False,False,False,0.0226,0.0399
suspension bridge,suspension bridge,04366367-n,04366367-n,True,1,True,True,True,0.0223,0.0497
swab,swab,04367480-n,04367746-n,False,2,False,True,True,0.0211,0.0672
swob,swag,04367480-n,13371190-n,False,-1,False,False,False,0.0198,0.0617
mop,mop handle,04367480-n,03785142-n,False,-1,False,False,False,0.0195,0.0535
sweatshirt,sweatshirt,04370456-n,04370456-n,True,1,True,True,True,0.0204,0.0473
swimming trunks,swimming trunks,04371430-n,04371430-n,True,1,True,True,True,0.0219,0.0569
bathing trunks,swimming trunks,04371430-n,04371430-n,True,1,True,True,True,0.0201,0.025
swing,swing,04371774-n,14009946-n,False,-1,False,False,False,0.0218,0.0616
switch,switch,04372370-n,00196084-n,False,-1,False,False,False,0.02,0.0614
electric switch,switch,04372370-n,04372370-n,True,1,True,True,True,0.0207,0.0283
electrical switch,switch,04372370-n,04372370-n,True,1,True,True,True,0.0205,0.0007
syringe,syringe,04376876-n,04376876-n,True,1,True,True,True,0.0202,0.0706
table lamp,table lamp,04380533-n,04380533-n,True,1,True,True,True,0.021,0.0378
tank,tank,04389033-n,04389033-n,True,1,True,True,True,0.0197,0.0464
army tank,tank,04389033-n,04389033-n,True,1,True,True,True,0.02,0.0223
armored combat vehicle,armored car,04389033-n,02739889-n,False,-1,False,False,False,0.0207,0.0669
armoured combat vehicle,armored car,04389033-n,02739889-n,False,-1,False,False,False,0.0208,0.0262
tape player,tape player,04392985-n,04392985-n,True,1,True,True,True,0.0212,0.0246
teapot,teapot,04398044-n,04398044-n,True,1,True,True,True,0.0217,0.0667
teddy,teddy,04399382-n,04399382-n,True,1,True,True,True,0.0209,0.0701
teddy bear,teddy,04399382-n,04399382-n,True,1,True,True,True,0.0195,0.0006
television,television,04404412-n,04404412-n,True,1,True,True,True,0.0202,0.0632
television system,television,04404412-n,04404412-n,True,1,True,True,True,0.0212,0.0208
tennis ball,tennis ball,04409515-n,04409515-n,True,1,True,True,True,0.0263,0.193
thatch,thatch,04417672-n,05261310-n,False,2,False,True,True,0.0236,0.0638
thatched roof,thatch,04417672-n,04417672-n,True,1,True,True,True,0.0223,0.0231
theater curtain,theater curtain,04418357-n,04418357-n,True,1,True,True,True,0.0213,0.0448
theatre curtain,theater curtain,04418357-n,04418357-n,True,1,True,True,True,0.0213,0.0005
thimble,thimble,04423845-n,13770829-n,False,2,False,True,True,0.0216,0.0746
thresher,thresher,04428191-n,04428191-n,True,1,True,True,True,0.0227,0.0567
